TIPNR_ID	WIKIDATA_ID
Elpaal_1Ch.8.11	
Eluzai_1Ch.12.5	
Elzabad_1Ch.12.12	
Elzabad_1Ch.26.7	
Emim_Gen.14.5	
Enan_Num.1.15	
Enoch_Gen.4.17	
Enoch_Gen.5.18	
Enosh_Gen.4.26	
Epaenetus_Rom.16.5	
Epaphras_Col.1.7	Q953527
Epaphroditus_Php.2.25	
Ephah_Gen.25.4	
Ephah_1Ch.2.46	
Ephah_1Ch.2.47	
Ephai_Jer.40.8	
Epher_Gen.25.4	Q5382171
Epher_1Ch.4.17	Q5382171
Epher_1Ch.5.24	Q5382171
Ephlal_1Ch.2.37	
Ephod_Num.34.23	
Ephraim_Gen.41.52	Q203251
Ephrathah_1Ch.2.19	
Ephron_Gen.23.8	Q6775384
Er_Luk.3.28	Q1347943
Er_Gen.38.3	Q1347943
Er_1Ch.4.21	Q1347943
Eran_Num.26.36	
Erastus_Act.19.22	Q1348146
Eri_Gen.46.16	
Esarhaddon_2Ki.19.37	
Esau_Gen.25.25	Q220822
Eshban_Gen.36.26	
Eshcol_Gen.14.13	
Eshton_1Ch.4.11	
Esli_Luk.3.25	
Esther_Est.2.7	Q732413
Ethan_1Ki.4.31	Q1370913
Ethan_1Ch.2.6	Q1370913
Ethbaal_1Ki.16.31	Q1277966
Ethnan_1Ch.4.7	
Eubulus_2Ti.4.21	
Eunice_2Ti.1.5	Q1373978
Euodia_Php.4.2	
Eutychus_Act.20.9	Q3438613
Eve_Gen.3.20	Q830183
Evi_Num.31.8	
Evil-merodach_2Ki.25.27	
Ezbai_1Ch.11.37	
Ezbon_Gen.46.16	
Ezbon_1Ch.7.7	
Ezekiel_Ezk.1.3	Q194064
Ezer_Gen.36.21	
Ezer_1Ch.4.4	
Ezer_1Ch.7.21	
Ezer_1Ch.12.9	
Ezer_Neh.3.19	
Ezer_Neh.12.42	
Eznite_2Sa.23.8	
Ezra_Ezr.7.1	Q191787
Ezra_Neh.12.1	Q191787
Ezrah_1Ch.4.17	
Ezrahite_1Ki.4.31	
Ezri_1Ch.27.26	
Felix_Act.23.24	
Festus_Act.24.27	
Fortunatus_1Co.16.17	Q1376253
Gaal_Jdg.9.26	Q10287821
Gabbai_Neh.11.8	
Gad_Gen.30.11	
Gad_1Sa.22.5	
Gaddi_Num.13.11	
Gaddiel_Num.13.10	
Gadi_2Ki.15.14	
Gaham_Gen.22.24	
Gahar_Ezr.2.47	
Gaius_Act.19.29	Q31283795
Gaius_Act.20.4	Q31283795
Gaius_Rom.16.23	Q31283795
Gaius_3Jn.1.1	Q31283795
Galal_1Ch.9.15	
Galal_1Ch.9.16	
Gallio_Act.18.12	
Gamaliel_Act.5.34	
Gamaliel_Num.1.10	
Gamul_1Ch.24.17	
Gareb_2Sa.23.38	
Garmite_1Ch.4.19	
Gatam_Gen.36.11	
Gazez_1Ch.2.46a	
Gazez_1Ch.2.46b	
Gazzam_Ezr.2.48	
Geber_1Ki.4.13	
Geber_1Ki.4.19	
Gedaliah_Ezr.10.18	Q1497453
Gedaliah_2Ki.25.22	Q1497453
Gedaliah_Zep.1.1	Q1497453
Gedaliah_1Ch.25.3	Q1497453
Gedaliah_Jer.38.1	Q1497453
Gedor_1Ch.8.31	
Gehazi_2Ki.4.12	Q977435
Gemalli_Num.13.12	
Gemariah_Jer.29.3	
Gemariah_Jer.36.10	
Genubath_1Ki.11.20	
Gera_Gen.46.21	
Gera_2Sa.16.5	
Gera_1Ch.8.3	
Gera_1Ch.8.7	
Gershom_Exo.2.22	Q1514983
Gershom_Ezr.8.2	Q1514983
Gershon_Gen.46.11	Q2915121
Geshan_1Ch.2.47	
Geshem_Neh.2.19	
Gether_Gen.10.23	Q2910407
Geuel_Num.13.15	
Rapha_2Sa.21.16	
Gibea_1Ch.2.49	
Giddalti_1Ch.25.4	
Giddel_Ezr.2.47	
Giddel_Ezr.2.56	
Gideon_Jdg.6.11	
Gideoni_Num.1.11	Q176125
Gilalai_Neh.12.36	
Gilead_Num.26.29	
Gilead_Jdg.11.1	
Gilead_1Ch.5.14	
Ginath_1Ki.16.21	
Ginnethon_Neh.10.6	
Girgashite_Gen.10.16	
Girzite_1Sa.27.8	
Gishpa_Neh.11.21	
Gizonite_1Ch.11.34	
Gog_1Ch.5.4	Q5882214
Goiim_Gen.14.1	
Goliath_1Sa.17.4	Q192785
Gomer_Gen.10.2	
Gomer_Hos.1.3	
Guni_Gen.46.24	
Guni_1Ch.5.15	
Haahashtari_1Ch.4.6	
Habaiah_Ezr.2.61	
Habakkuk_Hab.1.1	
Habazziniah_Jer.35.3	
Hacaliah_Neh.1.1	
Hachmoni_1Ch.27.32	
Hachmonite_2Sa.23.8	
Hadad_Gen.36.35	
Hadad_Gen.36.39	
Hadad_1Ki.11.14	
Hadad_Gen.25.15	
Hadadezer_2Sa.8.3	
Hadlai_2Ch.28.12	
Hadoram_Gen.10.27	Q5638029
Hagab_Ezr.2.46	
Hagabah_Ezr.2.45	
Hagar_Gen.16.1	
Haggai_Ezr.5.1	
Haggedolim_Neh.11.14	
Haggi_Gen.46.16	
Haggiah_1Ch.6.30	
Haggith_2Sa.3.4	
Hagri_1Ch.5.10	
Hakkatan_Ezr.8.12	
Hakkoz_1Ch.24.10	
Hakkoz_Ezr.2.61	
Hakkoz_Neh.3.4	
Hakupha_Ezr.2.51	
Hallohesh_Neh.3.12	
Ham_Gen.5.32	Q229702
Haman_Est.3.1	Q650680
Hamathite_Gen.10.18	
Hammath_1Ch.2.55	
Hammedatha_Est.3.1	Q1424200
Hammelech_Jer.36.26	
Hammolecheth_1Ch.7.18	
Hammuel_1Ch.4.26	
Hamor_Gen.33.19	
Hamul_Gen.46.12	Q65129982
Hamutal_2Ki.23.31	
Hanamel_Jer.32.7	
Hanan_1Ch.8.23	
Hanan_1Ch.8.38	
Hanan_1Ch.11.43	
Hanan_Ezr.2.46	
Hanan_Neh.8.7	
Hanan_Neh.10.22	
Hanan_Neh.10.26	
Hanan_Neh.13.13	
Hanan_Jer.35.4	
Hanani_1Ki.16.1	
Hanani_1Ch.25.4	
Hanani_Ezr.10.20	
Hanani_Neh.1.2	
Hanani_Neh.12.36	
Hananiah_1Ch.3.19	Q106084783
Hananiah_1Ch.8.24	Q106084783
Hananiah_1Ch.25.4	Q106084783
Hananiah_2Ch.26.11	Q106084783
Hananiah_Ezr.10.28	Q106084783
Hananiah_Neh.3.8	Q106084783
Hananiah_Neh.3.30	Q106084783
Hananiah_Neh.7.2	Q106084783
Hananiah_Neh.10.23	Q106084783
Hananiah_Neh.12.12	Q106084783
Hananiah_Neh.12.41	Q106084783
Hananiah_Jer.28.1	Q106084783
Hananiah_Jer.36.12	Q106084783
Hananiah_Jer.37.13	Q106084783
Hananiah_Dan.1.6	Q106084783
Hannah_1Sa.1.2	Q2346367
Hanniel_Num.34.23	
Hanniel_1Ch.7.39	
Hanoch_Gen.25.4	
Hanoch_Gen.46.9	
Hanun_2Sa.10.1	
Hanun_Neh.3.13	
Hanun_Neh.3.30	
Happizzez_1Ch.24.15	
Haran_Gen.11.26	Q1199156
Haran_1Ch.23.9	Q1199156
Haran_1Ch.2.46	Q1199156
Hararite_2Sa.23.11	
Harbona_Est.1.10	Q6578364
Harbona_Est.7.9	
Hareph_1Ch.2.51	
Harhaiah_Neh.3.8	
Harhas_2Ki.22.14	
Harhur_Ezr.2.51	
Harim_1Ch.24.8	
Harim_Ezr.2.32	
Harim_Neh.3.11	
Harim_Neh.10.27	
Hariph_Neh.10.19	
Harnepher_1Ch.7.36	
Haroeh_1Ch.2.52	
Harsha_Ezr.2.52	
Harum_1Ch.4.8	
Harumaph_Neh.3.10	
Haruphite_1Ch.12.5	
Haruz_2Ki.21.19	
Hasadiah_1Ch.3.20	
Hashabiah_1Ch.6.45	
Hashabiah_1Ch.9.14	
Hashabiah_1Ch.25.3	
Hashabiah_1Ch.26.30	
Hashabiah_1Ch.27.17	
Hashabiah_2Ch.35.9	
Hashabiah_Ezr.8.19	
Hashabiah_Neh.3.17	
Hashabiah_Neh.11.22	
Hashabiah_Neh.12.21	
Hashabnah_Neh.10.25	
Hashabneiah_Neh.3.10	
Hashabneiah_Neh.9.5	
Hashbaddanah_Neh.8.4	
Hashubah_1Ch.3.20	
Hashum_Ezr.2.19	
Hashum_Neh.8.4	
Hashum_Neh.10.18	
Hassenuah_1Ch.9.7	
Hasshub_1Ch.9.14	
Hasshub_Neh.3.11	
Hasshub_Neh.3.23	
Hasshub_Neh.10.23	
Hasupha_Ezr.2.43	
Hathach_Est.4.5	
Hathath_1Ch.4.13	
Hatipha_Ezr.2.54	
Hatita_Ezr.2.42	
Hattil_Ezr.2.57	
Hattush_1Ch.3.22	
Hattush_Ezr.8.2	
Hattush_Neh.3.10	
Hattush_Neh.10.4	
Havilah_Gen.10.7	Q32945196
Havilah_Gen.10.29	Q32945196
Hazael_1Ki.19.15	
Hazaiah_Neh.11.5	
Hazarmaveth_Gen.10.26	Q2905463
Haziel_1Ch.23.9	
Hazo_Gen.22.22	
Hazzelelponi_1Ch.4.3	
Heber_Gen.46.17	
Heber_Jdg.4.11	
Heber_1Ch.4.18	
Heber_1Ch.8.17	
Hebrew_Gen.14.13	
Hebron_Exo.6.18	Q1800542
Hebron_1Ch.2.42	Q1800542
Hegai_Est.2.3	
Helah_1Ch.4.5	
Heldai_Zec.6.10	
Heleb_2Sa.23.29	
Helek_Num.26.30	
Helez_2Sa.23.26	
Helez_1Ch.2.39	
Heli_Luk.3.23	Q2474891
Helkai_Neh.12.15	
Helon_Num.1.9	
Hemam_Gen.36.22	
Heman_1Ki.4.31	
Heman_1Ch.2.6	
Heman_1Ch.6.33	
Hemdan_Gen.36.26	
Henadad_Ezr.3.9	
Henadad_Neh.3.18	
Henadad_Neh.3.24	
Hepher_Num.26.32	Q85853477
Hepher_1Ch.4.6	Q85853477
Hepher_1Ch.11.36	Q85853477
Hephzibah_2Ki.21.1	
Heresh_1Ch.9.15	
Hermas_Rom.16.14	
Hermes_Rom.16.14	
Hermogenes_2Ti.1.15	Q97166693
Herod_Mat.2.1	
Herod_Mat.14.1	
Herod_Act.12.1	
Herodias_Mat.14.3	Q230091
Herodion_Rom.16.11	
Hesed_1Ki.4.10	
Heth_Gen.10.15	Q2335214
Hezekiah_2Ki.16.20	Q244912
Hezekiah_Ezr.2.16	Q244912
Hezekiah_Neh.10.17	
Hezekiah_Zep.1.1	
Hezion_1Ki.15.18	
Hezir_1Ch.24.15	
Hezir_Neh.10.20	
Hezro_2Sa.23.35	
Hezron_Gen.46.9	
Hezron_Gen.46.12	
Hiddai_2Sa.23.30	
Hiel_1Ki.16.34	
Hilkiah_2Ki.18.18	
Hilkiah_2Ki.22.4	
Hilkiah_1Ch.6.45	
Hilkiah_1Ch.26.11	
Hilkiah_Neh.8.4	
Hilkiah_Neh.12.7	
Hilkiah_Jer.1.1	
Hillel_Jdg.12.13	
Hirah_Gen.38.1	
Hiram_2Sa.5.11	Q108422651
Hiram_1Ki.7.13	Q108422651
Hivite_Gen.10.17	
Hizki_1Ch.8.17	
Hizkiah_1Ch.3.23	
Hobab_Num.10.29	
Hod_1Ch.7.37	
Hodaviah_1Ch.3.24	
Hodaviah_1Ch.5.24	
Hodaviah_1Ch.9.7	
Hodaviah_Ezr.2.40	
Hodesh_1Ch.8.9	
Hodiah_1Ch.4.19	
Hodiah_Neh.8.7	
Hodiah_Neh.10.13	
Hodiah_Neh.10.18	
Hoglah_Num.26.33	Q4498664
Hoham_Jos.10.3	
Hophni_1Sa.1.3	Q1563312
Hophra_Jer.37.5	
Horam_Jos.10.33	
Hori_Gen.36.22	
Hori_Num.13.5	
Horonite_Neh.2.10	
Hosah_1Ch.16.38	
Hosea_Hos.1.1	
Hoshaiah_Neh.12.32	
Hoshaiah_Jer.42.1	
Hoshama_1Ch.3.18	
Hoshea_2Ki.15.30	Q7734
Hoshea_1Ch.27.20	Q7734
Hoshea_Neh.10.23	Q7734
Hotham_1Ch.7.32	
Hotham_1Ch.11.44	
Hothir_1Ch.25.4	
huge_man_2Sa.21.20	
Hul_Gen.10.23	Q2898616
Huldah_2Ki.22.14	Q583207
Huppah_1Ch.24.13	
Huppim_Gen.46.21	
Huppim_1Ch.7.12	
Hur_1Ki.4.8	Q492665
Hur_Exo.17.10	Q492665
Hur_Num.31.8	Q492665
Hur_Neh.3.9	Q492665
Huri_1Ch.5.14	
Hushah_1Ch.4.4	
Hushai_2Sa.15.32	Q5949258
Husham_Gen.36.34	
Hushathite_2Sa.21.18	
Hushim_1Ch.8.8	
Hushim_Gen.46.23	
Hushim_1Ch.7.12	
Hymenaeus_1Ti.1.20	Q16199754
Ibhar_2Sa.5.15	Q5984013
Ibneiah_1Ch.9.8	
Ibnijah_1Ch.9.8	
Ibri_1Ch.24.27	
Ibsam_1Ch.7.2	
Ibzan_Jdg.12.8	Q645796
Ichabod_1Sa.4.21	Q4205417
Idbash_1Ch.4.3	
Iddo_Ezr.8.17	
Iddo_1Ch.27.21	
Iddo_1Ki.4.14	
Iddo_1Ch.6.21	
Iddo_2Ch.9.29	
Iddo_Ezr.5.1	
Iddo_Neh.12.4	
Igal_Num.13.7	
Igal_2Sa.23.36	
Igal_1Ch.3.22	
Igdaliah_Jer.35.4	
Ikkesh_2Sa.23.26	
Imlah_1Ki.22.8	
Immanuel_Isa.7.14	
Immer_1Ch.9.12	
Immer_1Ch.24.14	
Immer_Neh.3.29	
Imna_1Ch.7.35	
Imnah_Gen.46.17	
Imnah_2Ch.31.14	Q106777512
Imrah_1Ch.7.36	
Imri_1Ch.9.4	
Imri_Neh.3.2	
Iphdeiah_1Ch.8.25	
Ir_1Ch.7.12	
Ira_2Sa.20.26	
Ira_2Sa.23.26	
Ira_2Sa.23.38	
Irad_Gen.4.18	Q3364264
Iram_Gen.36.43	
Iri_1Ch.7.7	
Irijah_Jer.37.13	
Ir-nahash_1Ch.4.12	
Iru_1Ch.4.15	
Isaac_Gen.17.19	Q671872
Isaiah_2Ki.19.2	
Iscah_Gen.11.29	
Ishbah_1Ch.4.17	
Ishbak_Gen.25.2	Q594903
Ishbi-benob_2Sa.21.16	
Ish-bosheth_2Sa.2.8	Q313238
Ishhod_1Ch.7.18	
Ishi_1Ch.2.31	
Ishi_1Ch.4.20	
Ishi_1Ch.4.42	
Ishi_1Ch.5.24	
Ishma_1Ch.4.3	
Ishmael_Gen.16.11	
Ishmael_2Ki.25.23	
Ishmael_1Ch.8.38	
Ishmael_2Ch.19.11	
Ishmael_2Ch.23.1	
Ishmael_Ezr.10.22	
Ishmaiah_1Ch.12.4	
Ishmaiah_1Ch.27.19	
Ishmerai_1Ch.8.18	
Ishpah_1Ch.8.16	
Ishpan_1Ch.8.22	
Ishvah_Gen.46.17	
Ishvi_Gen.46.17	
Ismachiah_2Ch.31.13	
Israel_Gen.25.26	Q289957
Issachar_Gen.30.18	Q651256
Issachar_1Ch.26.5	Q651256
Isshiah_1Ch.7.3	
Isshiah_1Ch.12.6	
Isshiah_1Ch.23.20	
Isshiah_1Ch.24.21	
Isshijah_Ezr.10.31	
Ithamar_Exo.6.23	Q1675214
Ithiel_Neh.11.7	
Ithiel_Pro.30.1	
Ithmah_1Ch.11.46	
Ithran_Gen.36.26	
Ithran_1Ch.7.37	
Ithream_2Sa.3.5	Q11727237
Ithrite_2Sa.23.38	
Ittai_2Sa.15.19	Q11714286
Ittai_2Sa.23.29	Q11714286
Izhar_Exo.6.18	Q2210407
Izhar_1Ch.4.7	
Izliah_1Ch.8.18	
Izrahiah_1Ch.7.3	
Izziah_Ezr.10.25	
Jaakobah_1Ch.4.36	
Jaalah_Ezr.2.56	
Jaare-oregim_2Sa.21.19	
Jaareshiah_1Ch.8.27	
Jaasiel_1Ch.11.47	
Jaasiel_1Ch.27.21	
Jaasu_Ezr.10.37	
Jaazaniah_Jer.35.3	Q17006080
Jaazaniah_Ezk.8.11	Q17006080
Jaazaniah_Ezk.11.1	Q17006080
Jaaziah_1Ch.24.26	
Jaaziel_1Ch.15.18	
Jabal_Gen.4.20	Q1676803
Jabesh_2Ki.15.10	
Jabez_1Ch.4.9	Q1676833
Jabin_Jos.11.1	
Jabin_Jdg.4.2	
Jacan_1Ch.5.13	
Jachin_Gen.46.10	Q18088109
Jachin_1Ch.9.10	Q18088109
Jachin_1Ch.24.17	Q18088109
Jacob_Mat.1.15	
Jada_1Ch.2.28	Q6121173
Jaddai_Ezr.10.43	
Jaddua_Neh.10.21	
Jaddua_Neh.12.11	
Jadon_Neh.3.7	
Jael_Jdg.4.17	Q954820
Jahath_1Ch.4.2	
Jahath_1Ch.6.20	
Jahath_1Ch.23.10	
Jahath_1Ch.24.22	
Jahath_2Ch.34.12	
Jahaziel_1Ch.12.4	Q1966067
Jahaziel_1Ch.16.6	Q1966067
Jahaziel_1Ch.23.19	Q1966067
Jahaziel_2Ch.20.14	Q1966067
Jahaziel_Ezr.8.5	Q1966067
Jahdai_1Ch.2.47	
Jahdiel_1Ch.5.24	
Jahdo_1Ch.5.14	
Jahleel_Gen.46.14	Q44126902
Jahmai_1Ch.7.2	
Jahzeel_Gen.46.24	
Jahzeiah_Ezr.10.15	
Jahzerah_1Ch.9.12	
Jair_Num.32.41	
Jair_Jdg.10.3	
Jair_Est.2.5	
Jairus_Mrk.5.22	Q325476
Jakeh_Pro.30.1	
Jakim_1Ch.8.19	
Jakim_1Ch.24.12	
Jalam_Gen.36.5	
Jalon_1Ch.4.17	
Jambres_2Ti.3.8	Q21582218
James_Mat.4.21	Q43999
James_Mat.10.3	Q43999
James_Mat.13.55	Q43999
James_Mat.27.56	
Jamin_Gen.46.10	Q11716821
Jamin_1Ch.2.27	Q11716821
Jamin_Neh.8.7	Q11716821
Jamlech_1Ch.4.34	
Janai_1Ch.5.12	
Jannai_Luk.3.24	
Jannes_2Ti.3.8	Q21582214
Japheth_Gen.5.32	Q200637
Japhia_Jos.10.3	
Japhia_2Sa.5.15	
Japhlet_Jos.16.3	
Jared_Gen.5.15	Q927410
Jarha_1Ch.2.34	
Jarib_Ezr.8.16	
Jarib_Ezr.10.18	
Jaroah_1Ch.5.14	
Jashar_Jos.10.13	
Jashen_2Sa.23.32	
Jashobeam_2Sa.23.8	
Jashobeam_1Ch.12.6	
Jashub_Gen.46.13	
Jashub_Ezr.10.29	
Jason_Act.17.5	
Jathniel_1Ch.26.2	
Javan_Gen.10.2	Q1684266
Jaziz_1Ch.27.31	
Jeatherai_1Ch.6.21	
Jeberechiah_Isa.8.2	
Jebusite_Gen.10.16	
Jecoliah_2Ki.15.2	
Jedaiah_1Ch.4.37	
Jedaiah_Neh.3.10	
Jedaiah_1Ch.9.10	
Jedaiah_1Ch.24.7	
Jedaiah_Neh.12.7	
Jedaiah_Zec.6.10	
Jediael_1Ch.7.6	
Jediael_1Ch.11.45	
Jediael_1Ch.12.20	
Jediael_1Ch.26.2	
Jedidah_2Ki.22.1	
Jeduthun_1Ch.6.44	Q3567244
Jeduthun_1Ch.9.16	Q3567244
Jehallelel_1Ch.4.16	
Jehallelel_2Ch.29.12	
Jehdeiah_1Ch.24.20	
Jehdeiah_1Ch.27.30	
Jehezkel_1Ch.24.16	
Jehiel_1Ch.15.18	
Jehiel_1Ch.23.8	
Jehiel_1Ch.27.32	
Jehiel_2Ch.21.2	
Jehiel_2Ch.31.13	
Jehiel_2Ch.35.8	
Jehiel_Ezr.8.9	
Jehiel_Ezr.10.2	
Jehiel_Ezr.10.21	
Jehiel_Ezr.10.26	
Jehizkiah_2Ch.28.12	
Jehoaddah_1Ch.8.36	
Jehoaddan_2Ki.14.2	
Jehoahaz_2Ki.10.35	
Jehoahaz_2Ki.23.30	
Jehohanan_1Ch.26.3	
Jehohanan_2Ch.17.15	
Jehohanan_2Ch.23.1	
Jehohanan_Ezr.10.6	
Jehohanan_Ezr.10.28	
Jehohanan_Neh.6.18	
Jehohanan_Neh.12.13	
Jehohanan_Neh.12.42	
Jehoiachin_2Ki.24.6	Q319049
Jehoiada_2Sa.8.18	
Jehoiada_2Ki.11.4	
Jehoiada_1Ch.27.34	
Jehoiada_Jer.29.26	
Jehoiakim_2Ki.23.34	Q319034
Jehoiarib_1Ch.24.7	
Jehonathan_2Ch.17.8	
Jehonathan_Neh.12.18	
Jehoram_1Ki.22.50	
Jehoram_2Ch.17.8	
Jehoshaphat_2Sa.8.16	
Jehoshaphat_1Ki.4.17	
Jehoshaphat_1Ki.15.24	
Jehoshaphat_2Ki.9.2	
Jehosheba_2Ki.11.2	Q4202829
Jehozabad_2Ki.12.21	
Jehozabad_1Ch.26.4	
Jehozabad_2Ch.17.18	
Jehozadak_1Ch.6.14	
Jehu_1Ki.16.1	Q1686571
Jehu_1Ki.19.16	Q1686571
Jehu_1Ch.2.38	Q1686571
Jehu_1Ch.4.35	Q1686571
Jehu_1Ch.12.3	Q1686571
Jehubbah_1Ch.7.34	
Jehucal_Jer.37.3	
Jehudi_Jer.36.14	
Jehudijah_1Ch.4.18	
Jehuel_2Ch.29.14	
Jeiel_1Ch.5.7	
Jeiel_1Ch.11.44	
Jeiel_1Ch.15.18	
Jeiel_2Ch.20.14	
Jeiel_2Ch.26.11	
Jeiel_2Ch.35.9	
Jeiel_Ezr.10.43	
Jekameam_1Ch.23.19	
Jekamiah_1Ch.2.41	
Jekamiah_1Ch.3.18	
Jekuthiel_1Ch.4.18	
Jemimah_Job.42.14	
Jemuel_Gen.46.10	Q24954387
Jephthah_Jdg.11.1	Q1133523
Jephunneh_Num.13.6	
Jephunneh_1Ch.7.38	
Jerah_Gen.10.26	
Jerahmeel_1Sa.27.10	Q1687510
Jerahmeel_1Ch.24.29	Q1687510
Jerahmeel_Jer.36.26	Q1687510
Jered_1Ch.4.18	Q927410
Jeremai_Ezr.10.33	
Jeremiah_2Ki.23.31	Q158825
Jeremiah_1Ch.5.24	Q158825
Jeremiah_1Ch.12.4	Q158825
Jeremiah_1Ch.12.10	Q158825
Jeremiah_1Ch.12.13	Q158825
Jeremiah_2Ch.35.25	Q158825
Jeremiah_Neh.10.2	Q158825
Jeremiah_Jer.35.3	Q158825
Jeremoth_1Ch.7.8	
Jeremoth_1Ch.8.14	
Jeremoth_Ezr.10.26	
Jeremoth_Ezr.10.27	
Jeremoth_Ezr.10.29	
Jeriah_1Ch.23.19	
Jeribai_1Ch.11.46	
Jeriel_1Ch.7.2	
Jerijah_1Ch.26.31	
Jerimoth_1Ch.7.7	
Jerimoth_1Ch.12.5	
Jerimoth_1Ch.23.23	
Jerimoth_1Ch.25.4	
Jerimoth_1Ch.27.19	
Jerimoth_2Ch.11.18	
Jerimoth_2Ch.31.13	
Jerioth_1Ch.2.18	
Jeroboam_1Ki.11.26	Q313219
Jeroboam_2Ki.13.13	Q313219
Jeroham_1Sa.1.1	
Jeroham_1Ch.8.27	
Jeroham_1Ch.9.8	
Jeroham_1Ch.9.12	
Jeroham_1Ch.12.7	
Jeroham_1Ch.27.22	
Jeroham_2Ch.23.1	
Jerusha_2Ki.15.33	
Jeshaiah_1Ch.3.21	
Jeshaiah_1Ch.25.3	
Jeshaiah_Ezr.8.7	
Jeshaiah_Ezr.8.19	
Jeshaiah_Neh.11.7	
Jeshebeab_1Ch.24.13	
Jesher_1Ch.2.18	
Jeshishai_1Ch.5.14	
Jeshohaiah_1Ch.4.36	
Jeshua_1Ch.24.11	
Jeshua_2Ch.31.15	
Jeshua_Ezr.2.6	
Jeshua_Ezr.2.40	
Jeshua_Ezr.8.33	
Jeshua_Neh.3.19	
Jeshua_Neh.12.24	
Jesimiel_1Ch.4.36	
Jesse_Rut.4.17	Q45090
Jesus_Mat.1.1	Q302
Jether_Jdg.8.20	Q6659565
Jether_2Sa.17.25	Q6659565
Jether_1Ch.2.32	Q6659565
Jether_1Ch.4.17	Q6659565
Jetheth_Gen.36.40	
Jethro_Exo.2.18	Q62788
Jetur_Gen.25.15	Q11927540
Jeuel_1Ch.9.6	
Jeuel_2Ch.29.13	
Jeuel_Ezr.8.13	
Jeush_Gen.36.5	Q42535942
Jeush_1Ch.7.10	
Jeush_1Ch.8.39	
Jeush_1Ch.23.10	Q42535942
Jeush_2Ch.11.19	Q42535942
Jeuz_1Ch.8.10	
Jew_2Ki.25.25	
Jezaniah_2Ki.25.23	
Jezebel_1Ki.16.31	Q721295
Jezer_Gen.46.24	
Jeziel_1Ch.12.3	
Jezrahiah_Neh.12.42	
Jezreel_1Ch.4.3	Q11727245
Jezreel_Hos.1.4	Q11727245
Jidlaph_Gen.22.22	
Joab_1Sa.26.6	Q1141064
Joab_1Ch.4.14	Q1141064
Joab_Ezr.2.6	Q1141064
Joab_Ezr.8.9	Q1141064
Joah_2Ki.18.18	
Joah_1Ch.6.21	
Joah_1Ch.26.4	
Joah_2Ch.34.8	
Joah_2Ch.29.12a	
Joah_2Ch.29.12b	
Joahaz_2Ch.34.8	
Joanan_Luk.3.27	
Joanna_Luk.8.3	
Joash_Jdg.6.11	
Joash_1Ki.22.26	
Joash_2Ki.11.2	
Joash_2Ki.13.9	
Joash_1Ch.4.22	
Joash_1Ch.12.3	
Joash_1Ch.7.8	
Joash_1Ch.27.28	
Job_Job.1.1	Q179962
Jobab_Gen.10.29	
Jobab_Gen.36.33	
Jobab_Jos.11.1	
Jobab_1Ch.8.9	
Jobab_1Ch.8.18	
Jochebed_Exo.6.20	
Joda_Luk.3.26	
Joed_Neh.11.7	
Joel_1Sa.8.2	Q20888416
Joel_1Ch.4.35	Q20888416
Joel_1Ch.5.4	Q20888416
Joel_1Ch.5.8	Q20888416
Joel_1Ch.5.12	Q20888416
Joel_1Ch.7.3	Q20888416
Joel_1Ch.11.38	Q20888416
Joel_1Ch.15.7	Q20888416
Joel_1Ch.23.8	Q20888416
Joel_1Ch.27.20	Q20888416
Joel_2Ch.29.12	Q20888416
Joel_Ezr.10.43	Q20888416
Joel_Neh.11.9	Q20888416
Joel_Jol.1.1	Q20888416
Joelah_1Ch.12.7	
Joezer_1Ch.12.6	
Jogli_Num.34.22	
Joha_1Ch.8.16	
Joha_1Ch.11.45	
Johanan_1Ch.12.4	
Johanan_1Ch.12.12	
Johanan_2Ch.28.12	
Johanan_2Ki.25.23	
Johanan_1Ch.3.24	
Johanan_1Ch.6.9	
Johanan_Ezr.8.12	
Johanan_Neh.12.11	
John_Mat.3.1	
John_Mat.4.21	
John_Act.4.6	
John_Mat.16.17	
Joiada_Neh.3.6	
Joiada_Neh.12.10	
Joiakim_Neh.12.10	Q319034
Joiarib_1Ch.9.10	
Joiarib_Ezr.8.16	
Joiarib_Neh.11.5	
Jokim_1Ch.4.22	
Jokshan_Gen.25.2	Q737548
Joktan_Gen.10.25	Q1553059
Jonadab_2Ki.10.15	
Jonadab_2Sa.13.3	
Jonah_2Ki.14.25	Q2468262
Jonam_Luk.3.30	
Jonathan_Jdg.18.30	
Jonathan_1Sa.13.2	
Jonathan_2Sa.15.27	
Jonathan_2Sa.23.32	
Jonathan_1Ch.27.25	
Jonathan_Jer.37.15	
Jonathan_1Ch.2.32	
Jonathan_Ezr.8.6	
Jonathan_Ezr.10.15	
Jonathan_Neh.12.14	
Jonathan_Neh.12.35	
Jonathan_Jer.40.8	
Jorah_Ezr.2.18	
Jorai_1Ch.5.13	
Joram_2Sa.8.10	
Joram_2Ki.1.17	
Joram_1Ch.26.25	
Jorim_Luk.3.29	
Jorkeam_1Ch.2.44	
Josech_Luk.3.26	
Joseph_Mat.13.55	
Joseph_Mat.1.16	
Joseph_Mat.27.56	
Joseph_Mat.27.57	
Joseph_Luk.3.24	
Joseph_Luk.3.30	
Joseph_Act.1.23	
Joseph_Gen.30.24	
Joseph_Num.13.7	
Joseph_1Ch.25.2	
Joseph_Ezr.10.42	
Joseph_Neh.12.14	
Joshah_1Ch.4.34	
