TIPNR_ID	WIKIDATA_ID
Joshaphat_1Ch.11.43	
Joshaphat_1Ch.15.24	
Joshaviah_1Ch.11.46	
Joshbekashah_1Ch.25.4	
Joshibiah_1Ch.4.35	
Joshua_Luk.3.29	
Joshua_Exo.17.9	Q7734
Joshua_1Sa.6.14	Q7734
Joshua_2Ki.23.8	Q7734
Joshua_Ezr.2.2	Q7734
Josiah_1Ki.13.2	Q313228
Josiah_Zec.6.10	Q313228
Josiphiah_Ezr.8.10	
Jotham_Jdg.9.5	
Jotham_2Ki.15.5	
Jotham_1Ch.2.47	
Jozabad_1Ch.12.4	
Jozabad_1Ch.12.20a	
Jozabad_1Ch.12.20b	
Jozabad_2Ch.31.13	
Jozabad_2Ch.35.9	
Jozabad_Ezr.8.33	
Jozabad_Ezr.10.22	
Jozabad_Ezr.10.23	
Jozabad_Neh.8.7	
Jozabad_Neh.11.16	
Jozacar_2Ki.12.22	
Jozadak_Ezr.10.18	Q6176509
Jubal_Gen.4.21	Q1432204
Judah_Luk.3.30	
Judah_Gen.29.35	Q282220
Judah_Ezr.10.23	Q282220
Judah_Neh.11.9	Q282220
Judah_Neh.12.8	Q282220
Judah_Neh.12.36	Q282220
Judas_Mat.10.3	Q81018
Judas_Mat.10.4	Q81018
Judas_Act.5.37	Q81018
Judas_Act.9.11	Q81018
Judas_Act.15.22	Q81018
Jude_Mat.13.55	
Judith_Gen.26.34	Q28532552
Julia_Rom.16.15	
Julius_Act.27.1	
Junia_Rom.16.7	Q262766
Jushab-hesed_1Ch.3.20	
Justus_Act.18.7	
Justus_Col.4.11	
Kadmiel_Ezr.2.40	
Kadmonite_Gen.15.19	
Kallai_Neh.12.20	
Kareah_2Ki.25.23	
Kedar_Gen.25.13	Q21087985
Kedemah_Gen.25.15	Q11944201
Kelaiah_Ezr.10.23	
Kelita_Neh.8.7	
Kemuel_Gen.22.21	Q11944206
Kemuel_Num.34.24	Q11944206
Kemuel_1Ch.27.17	Q11944206
Kenaz_Gen.36.11	
Kenaz_Gen.36.42	
Kenaz_Num.32.12	
Kenaz_1Ch.4.15	
Kenite_Gen.15.19	
Kenizzite_Gen.15.19	
Keren-happuch_Job.42.14	Q3201131
Keros_Ezr.2.44	
Keturah_Gen.25.1	Q908531
Keziah_Job.42.14	
Kish_1Sa.9.1	Q2915270
Kish_1Ch.23.21	Q2915270
Kish_2Ch.29.12	Q2915270
Kish_Est.2.5	Q2915270
Kishi_1Ch.6.44	
Kittim_Gen.10.4	
Kohath_Gen.46.11	Q2914557
Kolaiah_Neh.11.7	
Kolaiah_Jer.29.21	
Korah_Gen.36.5	Q1337316
Korah_Gen.36.16	Q1337316
Korah_Exo.6.21	Q1337316
Korah_1Ch.2.43	Q1337316
Kore_1Ch.9.19	
Kore_2Ch.31.14	
Koz_1Ch.4.8	
Laadah_1Ch.4.21	
Laban_Gen.24.29	Q840401
Ladan_1Ch.7.26	
Lael_Num.3.24	
Lahad_1Ch.4.2	
Lahmi_2Sa.21.19	
Laish_1Sa.25.44	
Lamech_Gen.4.18	
Lamech_Gen.5.25	
Lappidoth_Jdg.4.4	
Lazarus_Luk.16.20	
Lazarus_Jhn.11.1	
Leah_Gen.29.16	Q128847
Lebanah_Ezr.2.45	
Lecah_1Ch.4.21	
Lehabim_Gen.10.13	
Lemuel_Pro.31.1	
Letushim_Gen.25.3	
Leummim_Gen.25.3	
Levi_Luk.3.24	Q215512
Levi_Luk.3.29	Q215512
Levi_Gen.29.34	Q215512
Libni_Exo.6.17	
Libni_1Ch.6.29	
Likhi_1Ch.7.19	
Linus_2Ti.4.21	
Lo-ammi_Hos.1.9	
Lois_2Ti.1.5	Q25344412
Lo-ruhamah_Hos.1.6	
Lot_Gen.11.27	Q40574
Lotan_Gen.36.20	Q6684617
Lud_Gen.10.22	Q1815870
Ludim_Gen.10.13	
Luke_2Co.13.14	
Lydia_Act.16.14	
Lysanias_Luk.3.1	
Lysias_Act.23.26	
Maacah_Gen.22.24	
Maacah_2Sa.3.3	
Maacah_1Ki.15.2	
Maacah_1Ch.2.48	
Maacah_1Ch.7.15	
Maacah_1Ch.8.29	
Maacah_1Ch.11.43	
Maacah_1Ch.27.16	
Maadai_Ezr.10.34	
Maai_Neh.12.36	
Maasai_1Ch.9.12	
Maaseiah_1Ch.15.18	
Maaseiah_2Ch.23.1	
Maaseiah_2Ch.26.11	
Maaseiah_2Ch.28.7	
Maaseiah_2Ch.34.8	
Maaseiah_Ezr.10.18	
Maaseiah_Ezr.10.21	
Maaseiah_Ezr.10.22	
Maaseiah_Ezr.10.30	
Maaseiah_Neh.3.23	
Maaseiah_Neh.8.4	
Maaseiah_Neh.8.7	
Maaseiah_Neh.10.25	
Maaseiah_Neh.11.5	
Maaseiah_Neh.11.7	
Maaseiah_Neh.12.41	
Maaseiah_Neh.12.42	
Maaseiah_Jer.21.1	
Maaseiah_Jer.29.21	
Maaseiah_Jer.35.4	
Maath_Luk.3.26	
Maaz_1Ch.2.27	
Maaziah_1Ch.24.18	
Maaziah_Neh.10.8	
Machbannai_1Ch.12.13	
Machbenah_1Ch.2.49	
Machi_Num.13.15	
Machir_Gen.50.23	
Machir_2Sa.9.4	
Machnadebai_Ezr.10.40	
Madai_Gen.10.2	Q1790796
Madmannah_1Ch.2.49	
Magdiel_Gen.36.43	
Magog_Gen.10.2	Q1964706
Magpiash_Neh.10.20	
Mahalalel_Gen.5.12	
Mahalalel_Neh.11.4	
Mahalath_Gen.28.9	Q2669401
Mahalath_2Ch.11.18	Q2669401
Maharai_2Sa.23.28	
Mahath_2Ch.29.12	
Mahath_2Ch.31.13	
Mahavite_1Ch.11.46	
Mahazioth_1Ch.25.4	
Maher-shalal-hash-baz_Isa.8.1	
Mahlah_Num.26.33	Q4285720
Mahlah_1Ch.7.18	
Mahli_Exo.6.19	
Mahli_1Ch.6.47	Q85854044
Mahlon_Rut.1.2	Q9026972
Mahol_1Ki.4.31	Q2415069
Mahseiah_Jer.32.12	
Malachi_Mal.1.1	
Malcam_1Ch.8.9	
Malchiah_Jer.21.1	
Malchiel_Gen.46.17	Q106777538
Malchijah_1Ch.6.40	
Malchijah_1Ch.9.12	
Malchijah_1Ch.24.9	
Malchijah_Ezr.10.25	
Malchijah_Ezr.10.31	
Malchijah_Neh.3.11	
Malchijah_Neh.3.14	
Malchijah_Neh.3.31	
Malchijah_Neh.8.4	
Malchijah_Neh.10.3	
Malchijah_Neh.12.42	
Malchijah_Ezr.10.25	
Malchiram_1Ch.3.18	
Malchi-shua_1Sa.14.49	
Malchus_Jhn.18.10	
Mallothi_1Ch.25.4	
Malluch_1Ch.6.44	
Malluch_Ezr.10.29	
Malluch_Ezr.10.32	
Malluch_Neh.10.4	
Malluch_Neh.10.27	
Mamre_Gen.14.13	
Manaen_Act.13.1	
Manahath_Gen.36.23	
Manasseh_Gen.41.51	
Manasseh_2Ki.20.21	
Manasseh_Ezr.10.30	
Manasseh_Ezr.10.33	
Manoah_Jdg.13.2	Q221514
Maoch_1Sa.27.2	
Maon_1Ch.2.45	
Mareshah_1Ch.2.42a	
Mareshah_1Ch.4.21	
Mareshah_1Ch.2.42b	
Mark_Act.12.12	
Marsena_Est.1.14	
Martha_Luk.10.38	Q232453
Mary_Mat.1.16	
Mary_Mat.27.56	
Mary_Luk.10.39	
Mary_Jhn.19.25	
Mary_Act.12.12	
Mary_Rom.16.6	
MaryMagdalene_Mat.27.56	
Mash_Gen.10.23	Q13418757
Massa_Gen.25.14	Q21087988
Matred_Gen.36.39	
Matri_1Sa.10.21	
Mattan_2Ki.11.18	
Mattan_Jer.38.1	
Mattaniah_1Ch.9.15	
Mattaniah_1Ch.25.4	
Mattaniah_2Ch.20.14	
Mattaniah_2Ch.29.13	
Mattaniah_Ezr.10.26	
Mattaniah_Ezr.10.27	
Mattaniah_Ezr.10.30	
Mattaniah_Ezr.10.37	
Mattaniah_Neh.11.22	
Mattaniah_Neh.13.13	
Mattatha_Luk.3.31	Q19715666
Mattathias_Luk.3.25	Q44020
Mattathias_Luk.3.26	Q44020
Mattattah_Ezr.10.33	
Mattenai_Ezr.10.33	
Mattenai_Ezr.10.37	
Mattenai_Neh.12.19	
Matthan_Mat.1.15	Q11936164
Matthat_Luk.3.24	
Matthat_Luk.3.29	
Matthew_Mat.9.9	Q43600
Matthias_Act.1.23	Q44020
Mattithiah_1Ch.9.31	
Mattithiah_1Ch.15.18	
Mattithiah_Ezr.10.43	
Mattithiah_Neh.8.4	
Mecherathite_1Ch.11.36	
Medad_Num.11.26	Q56473843
Medan_Gen.25.2	
Mehetabel_Gen.36.39	
Mehetabel_Neh.6.10	
Mehida_Ezr.2.52	
Mehir_1Ch.4.11	
Meholathite_1Sa.18.19	
Mehujael_Gen.4.18	Q10329365
Mehuman_Est.1.10	Q1917635
Melatiah_Neh.3.7	
Melchi_Luk.3.24	
Melchi_Luk.3.28	
Melchizedek_Gen.14.18	Q219395
Melea_Luk.3.31	Q11936413
Melech_1Ch.8.35	
Melzar_Dan.1.11	
Memucan_Est.1.14	
Menahem_2Ki.15.14	
Menna_Luk.3.31	
Menuhoth_1Ch.2.52	
Meonothai_1Ch.4.14	
Mephibosheth_2Sa.4.4	Q851686
Mephibosheth_2Sa.21.8	Q851686
Merab_1Sa.14.49	Q10581739
Meraiah_Neh.12.12	
Meraioth_1Ch.6.6	
Merari_Gen.46.11	Q2670550
Mered_1Ch.4.17	Q6818896
Meremoth_Ezr.8.33	
Meremoth_Ezr.10.36	
Meres_Est.1.14	
Merodach-baladan_2Ki.20.12	
Mesha_1Ch.8.9	Q350258
Mesha_2Ki.3.4	Q350258
Meshech_Gen.10.2	
Meshelemiah_1Ch.9.21	
Meshezabel_Neh.3.4	
Meshezabel_Neh.10.21	
Meshezabel_Neh.11.24	
Meshillemith_1Ch.9.12	
Meshillemoth_2Ch.28.12	
Meshobab_1Ch.4.34	
Meshullam_2Ki.22.3	
Meshullam_1Ch.3.19	
Meshullam_1Ch.5.13	
Meshullam_1Ch.8.17	
Meshullam_1Ch.9.7	
Meshullam_1Ch.9.8	
Meshullam_1Ch.9.12	
Meshullam_2Ch.34.12	
Meshullam_Ezr.8.16	
Meshullam_Ezr.10.15	
Meshullam_Ezr.10.29	
Meshullam_Neh.3.4	
Meshullam_Neh.3.6	
Meshullam_Neh.8.4	
Meshullam_Neh.10.7	
Meshullam_Neh.10.20	
Meshullam_Neh.11.7	
Meshullam_Neh.12.13	
Meshullam_Neh.12.16	
Meshullam_Neh.12.25	
Meshullemeth_2Ki.21.19	
Methuselah_Gen.5.21	Q156290
Methushael_Gen.4.18	
Meunim_Ezr.2.50	
Meunite_1Ch.4.41	
Mezahab_Gen.36.39	
Mezobaite_1Ch.11.47	
Mibhar_1Ch.11.38	
Mibsam_Gen.25.13	Q14925213
Mibsam_1Ch.4.25	Q14925213
Mibzar_Gen.36.42	
Mica_1Ch.9.15	
Mica_Neh.10.11	
Mica_Neh.11.22	
Micah_2Sa.9.12	Q2804969
Micah_Jdg.17.1	Q2804969
Micah_1Ch.5.5	Q2804969
Micah_1Ch.23.20	
Micah_Jer.26.18	Q2804969
Micaiah_2Ki.22.12	
Micaiah_Neh.12.41	
Micaiah_1Ki.22.8	Q1531578
Micaiah_Jer.36.11	
Micaiah_2Ch.17.7	
Michael_Num.13.13	
Michael_1Ch.5.13	
Michael_1Ch.5.14	
Michael_1Ch.6.40	
Michael_1Ch.7.3	
Michael_1Ch.8.16	
Michael_1Ch.12.20	
Michael_1Ch.27.18	
Michael_2Ch.21.2	
Michael_Ezr.8.8	
Michael_Dan.10.13	
Michal_1Sa.14.49	Q1341397
Michri_1Ch.9.8	
Midian_Gen.25.2	Q755316
Mijamin_1Ch.24.9	
Mijamin_Ezr.10.25	
Mijamin_Neh.10.7	
Mikloth_1Ch.8.32	
Mikloth_1Ch.27.4	
Mikneiah_1Ch.15.18	
Milalai_Neh.12.36	
Milcah_Gen.11.29	
Milcah_Num.26.33	
Miniamin_2Ch.31.15	
Miniamin_Neh.12.41	
Miriam_Exo.15.20	Q1938388
Miriam_1Ch.4.17	Q1938388
Mirmah_1Ch.8.10	
Misgab_Jer.48.1	
Mishael_Exo.6.22	Q11343582
Mishael_Neh.8.4	Q11343582
Mishael_Dan.1.6	Q11343582
Misham_1Ch.8.12	
Mishma_Gen.25.14	Q20101216
Mishma_1Ch.4.25	Q20101216
Mishmannah_1Ch.12.10	
Mishraite_1Ch.2.53	
Mispar_Ezr.2.2	
Mithnite_1Ch.11.43	
Mithredath_Ezr.1.8	
Mithredath_Ezr.4.7	
Mizzah_Gen.36.13	Q6884915
Mnason_Act.21.16	
Moab_Gen.19.37	Q1585141
Molid_1Ch.2.29	
Mordecai_Ezr.2.2	Q1136380
Mordecai_Est.2.5	Q1136380
Moses_Exo.2.10	Q9077
Moza_1Ch.2.46	
Moza_1Ch.8.36	
Muppim_Gen.46.21	
Mushi_Exo.6.19	
Naam_1Ch.4.15	
Naamah_1Ki.14.21	
Naamah_Gen.4.22	
Naaman_Gen.46.21	
Naaman_Num.26.40	
Naaman_2Ki.5.1	
Naaman_1Ch.8.7	
Naamathite_Job.2.11	Q6956559
Naarah_1Ch.4.5	
Naarai_1Ch.11.37	Q10343349
Nabal_1Sa.25.3	Q1709507
Naboth_1Ki.21.1	Q44203
Nacon_2Sa.6.6	
Nadab_Exo.6.23	Q1941782
Nadab_1Ki.14.20	Q1941782
Nadab_1Ch.2.28	Q1941782
Nadab_1Ch.8.30	Q1941782
Naggai_Luk.3.25	
Naham_1Ch.4.19	
Nahamani_Neh.7.7	
Naharai_2Sa.23.37	
Nahash_1Sa.11.1	
Nahash_2Sa.10.2	
Nahash_2Sa.17.25	
Nahash_2Sa.17.27	
Nahath_Gen.36.13	
Nahath_2Ch.31.13	
Nahbi_Num.13.14	Q1703736
Nahor_Gen.11.22	
Nahor_Gen.11.26	
Nahshon_Exo.6.23	
Nahum_Luk.3.25	
Nahum_Nam.1.1	Q1981722
Naomi_Rut.1.2	Q2596433
Naphish_Gen.25.15	Q10335361
Naphtali_Gen.30.8	Q1771963
Naphtuhim_Gen.10.13	Q11938321
Narcissus_Rom.16.11	
Nathan_2Sa.5.14	
Nathan_2Sa.7.2	
Nathan_2Sa.23.36	
Nathan_1Ch.2.36	
Nathan_Ezr.8.16	
Nathan_Ezr.10.39	
Nathanael_Jhn.1.45	
Nathan-melech_2Ki.23.11	
Neariah_1Ch.3.22	
Neariah_1Ch.4.42	
Nebai_Neh.10.19	
Nebaioth_Gen.25.13	
Nebat_1Ki.11.26	Q26835883
Nebuchadnezzar_2Ki.24.1	
Nebu-sar-sekim_Jer.39.3	
Nebushazban_Jer.39.13	
Nebuzaradan_2Ki.25.8	Q6903514
Neco_2Ki.23.29	
Nedabiah_1Ch.3.18	
Nehelam_Jer.29.24	
Nehemiah_Ezr.2.2	Q1025598
Nehemiah_Neh.1.1	Q1025598
Nehemiah_Neh.3.16	Q1025598
Nehushta_2Ki.24.8	
Nekoda_Ezr.2.48	
Nekoda_Ezr.2.60	
Nemuel_Num.26.9	Q24954387
Nepheg_Exo.6.21	
Nepheg_2Sa.5.15	
Nephilim_Gen.6.4	
Nephushesim_Ezr.2.50	
Ner_1Sa.14.50	Q16128781
Nereus_Rom.16.15	
Nergal-shar-ezer_Jer.39.3a	
Nergal-shar-ezer_Jer.39.3b	
Neri_Luk.3.27	
Neriah_Jer.32.12	
Nero_Php.4.22	
Nethanel_Num.1.8	
Nethanel_1Ch.2.14	
Nethanel_1Ch.15.24	
Nethanel_1Ch.24.6	
Nethanel_1Ch.26.4	
Nethanel_2Ch.17.7	
Nethanel_2Ch.35.9	
Nethanel_Ezr.10.22	
Nethanel_Neh.12.21	
Nethanel_Neh.12.36	
Nethaniah_2Ki.25.23	
Nethaniah_1Ch.25.2	
Nethaniah_2Ch.17.8	
Nethaniah_Jer.36.14	
Neziah_Ezr.2.54	
Nicanor_Act.6.5	
Nicodemus_Jhn.3.1	Q295084
Nicolaus_Act.6.5	
Nimrod_Gen.10.8	Q201861
Nimshi_1Ki.19.16	
Noadiah_Ezr.8.33	
Noadiah_Neh.6.14	
Noah_Gen.5.29	Q81422
Noah_Num.26.33	Q81422
Nobah_Num.32.42	
Nogah_1Ch.3.7	
Nun_Exo.33.11	
Nympha_Col.4.15	
Obadiah_1Ki.18.3	
Obadiah_1Ch.3.21	
Obadiah_1Ch.7.3	
Obadiah_1Ch.8.38	
Obadiah_1Ch.9.16	
Obadiah_1Ch.12.9	
Obadiah_1Ch.27.19	
Obadiah_2Ch.17.7	
Obadiah_2Ch.34.12	
Obadiah_Ezr.8.9	
Obadiah_Neh.10.5	
Obadiah_Oba.1.1	
Obal_Gen.10.28	
Obed_Rut.4.17	Q1135791
Obed_1Ch.2.37	Q1135791
Obed_1Ch.11.47	Q1135791
Obed_1Ch.26.7	Q1135791
Obed_2Ch.23.1	Q1135791
Obed-edom_2Sa.6.10	Q2898809
Obil_1Ch.27.30	
Ochran_Num.1.13	
Oded_2Ch.15.1	
Oded_2Ch.28.9	
Og_Num.21.33	Q878675
Ohad_Gen.46.10	Q65124128
Ohel_1Ch.3.20	
Oholah_Ezk.23.4	
Oholiab_Exo.31.6	
Oholibah_Ezk.23.4	
Oholibamah_Gen.36.2	
Oholibamah_Gen.36.25	
Oholibamah_Gen.36.41	
Olympas_Rom.16.15	
Omar_Gen.36.11	Q7089609
Omri_1Ki.16.16	Q313221
Omri_1Ch.7.8	Q313221
Omri_1Ch.9.4	Q313221
Omri_1Ch.27.18	Q313221
On_Num.16.1	Q18227832
Onam_Gen.36.23	
Onam_1Ch.2.26	
Onan_Gen.38.4	Q661074
Onesimus_Col.4.9	
Onesiphorus_2Ti.1.16	
Ophir_Gen.10.29	
Ophrah_1Ch.4.14	
Oreb_Jdg.7.25	
Oren_1Ch.2.25	
Ornan_2Sa.24.16	
Orpah_Rut.1.4	Q1697019
Osnappar_Ezr.4.10	
Othni_1Ch.26.7	
Othniel_Jos.15.17	Q536485
Ozem_1Ch.2.15	
Ozem_1Ch.2.25	
Paarai_2Sa.23.35	Q10343349
Padon_Ezr.2.44	
Pagiel_Num.1.13	Q20605581
Pahath-moab_Ezr.2.6	Q7124538
Pahath-moab_Neh.3.11	Q7124538
Pahath-moab_Neh.10.14	Q7124538
Palal_Neh.3.25	
Pallu_Gen.46.9	
Palti_Num.13.9	Q7128770
Palti_1Sa.25.44	
Paltiel_Num.34.26	Q7128770
Parmashta_Est.9.9	
Parmenas_Act.6.5	Q1398612
Parnach_Num.34.25	
Parosh_Ezr.2.3	Q1577528
Parosh_Ezr.8.3	
Parosh_Neh.3.25	Q1577528
Parosh_Neh.10.14	Q1577528
Parshandatha_Est.9.7	
Parthian_Act.2.9	
Paruah_1Ki.4.17	
Pasach_1Ch.7.33	
Paseah_1Ch.4.12	
Paseah_Ezr.2.49	
Paseah_Neh.3.6	
Pashhur_1Ch.9.12	
Pashhur_Neh.10.3	
Pashhur_Jer.20.1	
Pashhur_Jer.21.1	
Pashhur_Jer.38.1a	
Pathrusim_Gen.10.14	Q7144855
Patrobas_Rom.16.14	
Paul_Act.7.58	
Pedahel_Num.34.28	
Pedahzur_Num.1.10	
Pedaiah_2Ki.23.36	Q20101444
Pedaiah_1Ch.3.18	Q20101444
Pedaiah_1Ch.27.20	Q20101444
Pedaiah_Neh.3.25	Q20101444
Pedaiah_Neh.8.4	Q20101444
Pedaiah_Neh.11.7	Q20101444
Pedaiah_Neh.13.13	Q20101444
Pekah_2Ki.15.25	
Pekahiah_2Ki.15.22	
Pelaiah_Neh.8.7	
Pelaiah_1Ch.3.24	
Pelaliah_Neh.11.12	
Pelatiah_1Ch.3.21	
Pelatiah_1Ch.4.42	
Pelatiah_Neh.10.22	
Pelatiah_Ezk.11.1	
Peleg_Gen.10.25	Q1648259
Pelet_1Ch.2.47	
Pelet_1Ch.12.3	
Peleth_Num.16.1	
Peleth_1Ch.2.33	
Pelethite_2Sa.8.18	
Pelonite_2Sa.23.26	
Peninnah_1Sa.1.2	Q2068934
Penuel_1Ch.4.4	
Penuel_1Ch.8.25	
Peresh_1Ch.7.16	
Perez_Gen.38.29	
Perizzite_Gen.13.7	
Persis_Rom.16.12	
Peruda_Ezr.2.55	
Peter_Mat.4.18	Q33923
Pethahiah_1Ch.24.16	
Pethahiah_Ezr.10.23	
Pethahiah_Neh.9.5	
Pethahiah_Neh.11.24	
Pethuel_Jol.1.1	
Peullethai_1Ch.26.5	
Phanuel_Luk.2.36	Q7180641
Pharaoh_Gen.12.15	Q659203
Pharaoh_Gen.37.36	Q659203
Pharaoh_Exo.1.11	Q659203
Pharaoh_Exo.3.10	Q659203
Pharaoh_1Ki.3.1	Q659203
Pharaoh_2Ki.18.21	Q659203
Pharaoh_1Ch.4.18	Q659203
Pharaoh_Jer.25.19	Q659203
Phicol_Gen.21.22	
Philemon_Phm.1.1	
Philetus_2Ti.2.17	
Philip_Mat.10.3	Q43675
Philip_Mat.14.3	Q43675
Philip_Luk.3.1	Q43675
Philip_Act.6.5	Q43675
Philistine_Gen.10.14	
Philologus_Rom.16.15	
Phinehas_Exo.6.25	
Phinehas_1Sa.1.3	
Phinehas_Ezr.8.33	
Phlegon_Rom.16.14	
Phoebe_Rom.16.1	
Phygelus_2Ti.1.15	
Pilate_Mat.27.2	
Pildash_Gen.22.22	
Pilha_Neh.10.24	
Piltai_Neh.12.17	
Pinon_Gen.36.41	
Piram_Jos.10.3	Q104802999
Pispa_1Ch.7.38	
Pithon_1Ch.8.35	
Pochereth-hazzebaim_Ezr.2.57	
Poratha_Est.9.8	
Potiphar_Gen.37.36	Q1148687
Potiphera_Gen.41.45	
Priscilla_Act.18.2	
Prochorus_Act.6.5	
Puah_Gen.46.13	Q21959799
Puah_Jdg.10.1	Q21959799
Puah_Exo.1.15	Q21959799
Publius_Act.28.7	
Pudens_2Ti.4.21	
Purah_Jdg.7.10	
Put_Gen.10.6	
Puthite_1Ch.2.53	
Putiel_Exo.6.25	
Pyrrhus_Act.20.4	
Quartus_Rom.16.23	
Queen_of_Sheba_1Ki.10.1	Q159888
Quirinius_Luk.2.2	
Raamah_Gen.10.7	Q3085764
Rab-mag_Jer.39.3	
Rab-saris_2Ki.18.17	
Rab-saris_Jer.39.3	
Rabshakeh_2Ki.18.17	
Rachel_Gen.29.6	Q207389
Raddai_1Ch.2.14	
Rahab_Jos.2.1	Q1135632
Raham_1Ch.2.44	
Rakem_1Ch.7.16	
Ram_Rut.4.19	Q1824842
Ram_1Ch.2.25	Q1824842
Ram_Job.32.2	Q1824842
Ramathite_1Ch.27.27	Q7289111
Ramiah_Ezr.10.25	
Raphah_1Ch.8.37	
Raphu_Num.13.9	
Reaiah_1Ch.5.5	
Reaiah_Ezr.2.47	
Reba_Num.31.8	
Rebekah_Gen.22.23	
Rechab_2Sa.4.2	
Rechab_2Ki.10.15	
Rechab_Neh.3.14	
Reelaiah_Ezr.2.2	
Regem_1Ch.2.47	
Regem-melech_Zec.7.2	
Rehabiah_1Ch.23.17	Q16595329
Rehob_2Sa.8.3	Q97172306
Rehob_Neh.10.11	Q97172306
Rehoboam_1Ki.11.43	Q211663
Rehum_Ezr.2.2	
Rehum_Ezr.4.8	
Rehum_Neh.3.17	
Rehum_Neh.10.25	
Rei_1Ki.1.8	
Rekem_Num.31.8	
Rekem_1Ch.2.43	
Remaliah_2Ki.15.25	
Rephael_1Ch.26.7	
Rephah_1Ch.7.25	
Rephaiah_1Ch.3.21	
Rephaiah_1Ch.4.42	
Rephaiah_1Ch.7.2	
Rephaiah_Neh.3.9	
Rephaim_Gen.14.5	
Resheph_1Ch.7.25	
Reu_Gen.11.18	Q2040793
Reuben_Gen.29.32	Q625661
Reuel_Gen.36.4	
Reuel_1Ch.9.8	
Reumah_Gen.22.24	
Rezin_2Ki.15.37	Q878947
Rezin_Ezr.2.48	Q878947
Rezon_1Ki.11.23	
Rhesa_Luk.3.27	
Rhoda_Act.12.13	Q7320830
Ribai_2Sa.23.29	
Rimmon_2Sa.4.2	
Rinnah_1Ch.4.20	
Riphath_Gen.10.3	Q2918052
Rizia_1Ch.7.39	
Rizpah_2Sa.3.7	Q2899077
Rohgah_1Ch.7.34	
Romamti-ezer_1Ch.25.4	
Rosh_Gen.46.21	
Rufus_Mrk.15.21	Q3452770
Rufus_Rom.16.13	Q3452770
Ruth_Rut.1.4	Q1774982
Sabtah_Gen.10.7	Q13143737
Sabteca_Gen.10.7	
Sachar_1Ch.26.4	
Sachia_1Ch.8.10	
Sallai_Neh.11.8	
Sallu_Neh.12.7	
Sallu_1Ch.9.7	
Sallu_Neh.11.7	
Salma_1Ch.2.51	Q1771358
Salmon_Rut.4.20	
Salome_Mrk.15.40	
Salu_Num.25.14	
Samgar_Jer.39.3	
Samlah_Gen.36.36	
Samson_Jdg.13.24	Q214648
Samuel_1Sa.1.20	Q6577515
Sanballat_Neh.2.10	Q751918
Saph_2Sa.21.18	
Sapphira_Act.5.1	Q37946284
Sarah_Gen.11.29	
Saraph_1Ch.4.22	
Saul_1Sa.9.2	Q28730
Sceva_Act.19.14	
Scythian_Col.3.11	
Seba_Gen.10.7	Q23639444
Secundus_Act.20.4	Q110624753
Segub_1Ki.16.34	
Segub_1Ch.2.21	Q85854804
Seir_Gen.36.20	Q42532277
Seled_1Ch.2.30	
Semachiah_1Ch.26.7	
Semein_Luk.3.26	
Sennacherib_2Ki.18.13	
Seorim_1Ch.24.8	
Serah_Gen.46.17	
Seraiah_2Sa.8.17	Q18192237
Seraiah_2Ki.25.18	Q18192237
Seraiah_2Ki.25.23	Q18192237
Seraiah_1Ch.4.13	Q18192237
Seraiah_1Ch.4.35	Q18192237
Seraiah_Ezr.2.2	Q18192237
Seraiah_Jer.36.26	Q18192237
Seraiah_Jer.51.59	Q18192237
Sered_Gen.46.14	Q44126900
Sergius_Paulus_Act.13.7	
Serug_Gen.11.20	Q1161313
Seth_Gen.4.25	Q107626
Sethur_Num.13.13	
Shaaph_1Ch.2.47	
Shaaph_1Ch.2.49	
Shaashgaz_Est.2.14	
Shabbethai_Ezr.10.15	
Shabbethai_Neh.8.7	
Shabbethai_Neh.11.16	
Shaharaim_1Ch.8.8	
Shallum_2Ki.15.10	
Shallum_2Ki.22.14	
Shallum_1Ch.2.40	
Shallum_1Ch.3.15	
Shallum_1Ch.4.25	
Shallum_1Ch.6.12	
Shallum_1Ch.9.17	
Shallum_2Ch.28.12	
Shallum_Ezr.10.24	
Shallum_Ezr.10.42	
Shallum_Neh.3.12	
Shallum_Jer.32.7	
Shallum_Jer.35.4	
Shallum_Neh.3.15	
Shalmai_Ezr.2.46	
Shalmaneser_2Ki.17.3	
Shama_1Ch.11.44	
Shamgar_Jdg.3.31	Q1516550
Shamhuth_1Ch.27.8	
Shamir_1Ch.24.24	
Shamma_1Ch.7.37	
Shammah_2Sa.23.11	
Shammah_Gen.36.13	
Shammah_2Sa.23.25	
Shammah_2Sa.23.33	
Shammai_1Ch.2.28	
Shammai_1Ch.2.44	
Shammai_1Ch.4.17	
Shammua_Num.13.4	
Shammua_2Sa.5.14	
Shammua_Neh.12.18	
Shamsherai_1Ch.8.26	
Shapham_1Ch.5.12	
Shaphan_2Ki.22.3	Q2904866
Shaphan_Ezk.8.11	Q2904866
Shaphat_Num.13.5	
Shaphat_1Ki.19.16	
Shaphat_1Ch.3.22	
Shaphat_1Ch.5.12	
Shaphat_1Ch.27.29	
Sharai_Ezr.10.40	
Sharar_2Sa.23.33	
Sharezer_2Ki.19.37	Q76383242
Sharezer_Zec.7.2	
Shashai_Ezr.10.40	
Shashak_1Ch.8.14	
Shaul_Gen.36.37	
Shaul_Gen.46.10	
Shaul_1Ch.6.24	
Sheal_Ezr.10.29	
Shealtiel_Luk.3.27	
